artifact_id,scenario,lifecycle,artifact,path,status,owner,public_safe,table_title,evidence_class,confidence,source_or_validation
PUB-211,Portfolio controls,Govern / Reference,Robotics Program Management Plan,governance/PROGRAM_MANAGEMENT_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-212,Portfolio controls,Assure / Validate,Quality Management Plan,governance/QUALITY_MANAGEMENT_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-213,Portfolio controls,Govern / Reference,Robotics Program Governance Library,governance/README.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-214,Portfolio controls,Plan / Control,Resource and Capacity Plan,governance/RESOURCE_AND_CAPACITY_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-215,Portfolio controls,Execute / Deploy,"Training, Change, and Adoption Plan",governance/TRAINING_CHANGE_ADOPTION.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-216,Portfolio controls,Govern / Reference,AI-Assisted Robotics PM Workflow Playbook,pm-operating-system/ai/AI_WORKFLOW_PLAYBOOK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-217,Portfolio controls,Close / Learn,Benefits Register,pm-operating-system/csv/BENEFITS_REGISTER.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-218,Portfolio controls,Plan / Control,Budget Tco,pm-operating-system/csv/BUDGET_TCO.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-219,Portfolio controls,Govern / Reference,Evidence Register,pm-operating-system/csv/EVIDENCE_REGISTER.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-220,Portfolio controls,Plan / Control,Integrated Master Schedule,pm-operating-system/csv/INTEGRATED_MASTER_SCHEDULE.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-221,Portfolio controls,Plan / Control,Raid Register,pm-operating-system/csv/RAID_REGISTER.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-222,Portfolio controls,Plan / Design,Requirements Traceability,pm-operating-system/csv/REQUIREMENTS_TRACEABILITY.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-223,Portfolio controls,Govern / Reference,Reusable Robotics Program Management Operating System,pm-operating-system/README.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-224,Portfolio controls,Govern / Reference,Portfolio purpose,portfolio/EXECUTIVE_PORTFOLIO.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-225,Portfolio controls,Govern / Reference,Claude Independent QC Prompt,quality-control/claude/CLAUDE_QC_PROMPT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-226,Portfolio controls,Govern / Reference,Evidence and Confidence Standard,quality-control/common/EVIDENCE_LABEL_STANDARD.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-227,Portfolio controls,Govern / Reference,Qc Checklist,quality-control/common/QC_CHECKLIST.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-228,Portfolio controls,Govern / Reference,Grok Source-Verification and QC Prompt,quality-control/grok/GROK_QC_PROMPT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-229,Portfolio controls,Govern / Reference,MuJoCo Demo - Open-Source Quadruped RaaS Validation Cell,simulations/open_quadruped_raas/README.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-230,Portfolio controls,Govern / Reference,Quadruped Night-Security Operations Demo,simulations/quadruped_security/README.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-231,Portfolio controls,Govern / Reference,MuJoCo Operations Demonstrations,simulations/README.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-232,Portfolio controls,Govern / Reference,Public Restroom Humanoid Cleaning — MuJoCo Capability Demo v4.4,simulations/restroom_cleaning/README.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-233,Portfolio controls,Govern / Reference,MuJoCo Demo — Retail Backroom Inbound and Fulfillment,simulations/retail_humanoids/README.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-234,Portfolio controls,Govern / Reference,Retail Backroom Inbound Receiving — MuJoCo Story Segment,simulations/retail_inbound/README.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-235,Portfolio controls,Plan / Design,Robotics Support Reference Architecture,tools/REFERENCE_ARCHITECTURE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-236,Portfolio controls,Govern / Reference,Research Sources,tools/RESEARCH_SOURCES.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-237,Portfolio controls,Govern / Reference,Support Operations Workflow Lab - Data Only,tools/support-operations-lab/README.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-238,Portfolio controls,Govern / Reference,Sample Robot Events,tools/support-operations-lab/sample_robot_events.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-239,Portfolio controls,Govern / Reference,Robotics Support and Troubleshooting Tool Comparison,tools/TOOL_COMPARISON.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
